,Unnamed: 0,chunk,punctuation_mark,word_count,source_file
26698,12640,They ran forward and recognized their old friend the dwarf,. ,10,data/lang_blue.html
26699,12641,Where are you going to,?,5,data/lang_blue.html
26700,12642,asked Rose-red,; ,2,data/lang_blue.html
26701,12643,you're surely not going to jump into the water,?,9,data/lang_blue.html
26702,12644,I'm not such a fool,",",5,data/lang_blue.html
26703,12645,screamed the dwarf,. ,3,data/lang_blue.html
26704,12646,Don't you see that cursed fish is trying to drag me in,?,12,data/lang_blue.html
26705,12647,The little man had been sitting on the bank fishing,", ",10,data/lang_blue.html
26706,12648,when unfortunately the wind had entangled his beard in the line,; ,11,data/lang_blue.html
26707,12649,and when immediately afterward a big fish bit,", ",8,data/lang_blue.html
26708,12650,the feeble little creature had no strength to pull it out,; ,11,data/lang_blue.html
26709,12651,the fish had the upper fin,", ",6,data/lang_blue.html
26710,12652,and dragged the dwarf toward him,. ,6,data/lang_blue.html
26711,12653,He clung on with all his might to every rush and blade of grass,", ",14,data/lang_blue.html
26712,12654,but it didn't help him much,; ,6,data/lang_blue.html
26713,12655,he had to follow every movement of the fish,", ",9,data/lang_blue.html
26714,12656,and was in great danger of being drawn into the water,. ,11,data/lang_blue.html
26715,12657,The girls came up just at the right moment,", ",9,data/lang_blue.html
26716,12658,held him firm,", ",3,data/lang_blue.html
26717,12659,and did all they could to disentangle his beard from the line,; ,12,data/lang_blue.html
26718,12660,but in vain,", ",3,data/lang_blue.html
26719,12661,beard and line were in a hopeless muddle,. ,8,data/lang_blue.html
26720,12662,Nothing remained but to produce the scissors and cut the beard,", ",11,data/lang_blue.html
26721,12663,by which a small part of it was sacrificed,. ,9,data/lang_blue.html
26722,12664,When the dwarf perceived what they were about he yelled to them,: ,12,data/lang_blue.html
26723,12665,Do you call that manners,", ",5,data/lang_blue.html
26724,12666,you toad-stools,! ,2,data/lang_blue.html
26725,12667,to disfigure a fellow's face,? ,5,data/lang_blue.html
26726,12668,It wasn't enough that you shortened my beard before,", ",9,data/lang_blue.html
26727,12669,but you must now needs cut off the best bit of it,. ,12,data/lang_blue.html
26728,12670,I can't appear like this before my own people,. ,9,data/lang_blue.html
26729,12671,I wish you'd been in Jericho first,.,7,data/lang_blue.html
26730,12672,Then he fetched a sack of pearls that lay among the rushes,", ",12,data/lang_blue.html
26731,12673,and without saying another word he dragged it away and disappeared behind a stone,. ,14,data/lang_blue.html
26732,12674,It happened that soon after this the mother sent the two girls to the town to buy needles,", ",18,data/lang_blue.html
26733,12675,thread,", ",1,data/lang_blue.html
26734,12676,laces,", ",1,data/lang_blue.html
26735,12677,and ribbons,. ,2,data/lang_blue.html
26736,12678,Their road led over a heath where huge boulders of rock lay scattered here and there,. ,16,data/lang_blue.html
26737,12679,While trudging along they saw a big bird hovering in the air,", ",12,data/lang_blue.html
26738,12680,circling slowly above them,", ",4,data/lang_blue.html
26739,12681,but always descending lower,", ",4,data/lang_blue.html
26740,12682,till at last it settled on a rock not far from them,. ,12,data/lang_blue.html
26741,12683,Immediately afterward they heard a sharp,", ",6,data/lang_blue.html
26742,12684,piercing cry,. ,2,data/lang_blue.html
26743,12685,They ran forward,", ",3,data/lang_blue.html
26744,12686,and saw with horror that the eagle had pounced on their old friend the dwarf,", ",15,data/lang_blue.html
26745,12687,and was about to carry him off,. ,7,data/lang_blue.html
26746,12688,The tender-hearted children seized hold of the little man,", ",9,data/lang_blue.html
26747,12689,and struggled so long with the bird that at last he let go his prey,. ,15,data/lang_blue.html
26748,12690,When the dwarf had recovered from the first shock he screamed in his screeching voice,: ,15,data/lang_blue.html
26749,12691,Couldn't you have treated me more carefully,? ,7,data/lang_blue.html
26750,12692,You have torn my thin little coat all to shreds,", ",10,data/lang_blue.html
26751,12693,useless,", ",1,data/lang_blue.html
26752,12694,awkward hussies that you are,!,5,data/lang_blue.html
26753,12695,Then he took a bag of precious stones and vanished under the rocks into his cave,. ,16,data/lang_blue.html
26754,12696,The girls were accustomed to his ingratitude,", ",7,data/lang_blue.html
26755,12697,and went on their way and did their business in town,. ,11,data/lang_blue.html
26756,12698,On their way home,", ",4,data/lang_blue.html
26757,12699,as they were again passing the heath,", ",7,data/lang_blue.html
26758,12700,they surprised the dwarf pouring out his precious stones on an open space,", ",13,data/lang_blue.html
26759,12701,for he had thought no one would pass by at so late an hour,. ,14,data/lang_blue.html
26760,12702,The evening sun shone on the glittering stones,", ",8,data/lang_blue.html
26761,12703,and they glanced and gleamed so beautifully that the children stood still and gazed on them,. ,16,data/lang_blue.html
26762,12704,What are you standing there gaping for,?,7,data/lang_blue.html
26763,12705,screamed the dwarf,", ",3,data/lang_blue.html
26764,12706,and his ashen-gray face became scarlet with rage,. ,8,data/lang_blue.html
26765,12707,He was about to go off with these angry words when a sudden growl was heard,", ",16,data/lang_blue.html
26766,12708,and a black bear trotted out of the wood,. ,9,data/lang_blue.html
26767,12709,The dwarf jumped up in great fright,", ",7,data/lang_blue.html
26768,12710,but he hadn't time to reach his place of retreat,", ",10,data/lang_blue.html
26769,12711,for the bear was already close to him,. ,8,data/lang_blue.html
26770,12712,Then he cried in terror,: ,5,data/lang_blue.html
26771,12713,Dear Mr,. ,2,data/lang_blue.html
26772,12714,Bear,", ",1,data/lang_blue.html
26773,12715,spare me,! ,2,data/lang_blue.html
26774,12716,I'll give you all my treasure,. ,6,data/lang_blue.html
26775,12717,Look at those beautiful precious stones lying there,. ,8,data/lang_blue.html
26776,12718,Spare my life,! ,3,data/lang_blue.html
26777,12719,what pleasure would you get from a poor feeble little fellow like me,? ,13,data/lang_blue.html
26778,12720,You won't feel me between your teeth,. ,7,data/lang_blue.html
26779,12721,There,", ",1,data/lang_blue.html
26780,12722,lay hold of these two wicked girls,", ",7,data/lang_blue.html
26781,12723,they will be a tender morsel for you,", ",8,data/lang_blue.html
26782,12724,as fat as young quails,; ,5,data/lang_blue.html
26783,12725,eat them up,", ",3,data/lang_blue.html
26784,12726,for heaven's sake,.,3,data/lang_blue.html
26785,12727,But the bear,", ",3,data/lang_blue.html
26786,12728,paying no attention to his words,", ",6,data/lang_blue.html
26787,12729,gave the evil little creature one blow with his paw,", ",10,data/lang_blue.html
26788,12730,and he never moved again,. ,5,data/lang_blue.html
26789,12731,The girls had run away,", ",5,data/lang_blue.html
26790,12732,but the bear called after them,: ,6,data/lang_blue.html
26791,12733,Snow-white and Rose-red,", ",3,data/lang_blue.html
26792,12734,don't be afraid,; ,3,data/lang_blue.html
26793,12735,wait,", ",1,data/lang_blue.html
26794,12736,and I'll come with you,.,5,data/lang_blue.html
26795,12737,Then they recognized his voice and stood still,", ",8,data/lang_blue.html
26796,12738,and when the bear was quite close to them his skin suddenly fell off,", ",14,data/lang_blue.html
26797,12739,and a beautiful man stood beside them,", ",7,data/lang_blue.html
26798,12740,all dressed in gold,. ,4,data/lang_blue.html
26799,12741,I am a king's son,",",5,data/lang_blue.html
26800,12742,he said,", ",2,data/lang_blue.html
26801,12743,and have been doomed by that unholy little dwarf,", ",9,data/lang_blue.html
26802,12744,who had stolen my treasure,", ",5,data/lang_blue.html
26803,12745,to roam about the woods as a wild bear till his death should set me free,. ,16,data/lang_blue.html
26804,12746,Now he has got his well-merited punishment,.,7,data/lang_blue.html
26805,12747,Snow-white married him,", ",3,data/lang_blue.html
26806,12748,and Rose-red his brother,", ",4,data/lang_blue.html
26807,12749,and they divided the great treasure the dwarf had collected in his cave between them,. ,15,data/lang_blue.html
26808,12750,The old mother lived for many years peacefully with her children,; ,11,data/lang_blue.html
26809,12751,and she carried the two rose trees with her,", ",9,data/lang_blue.html
26810,12752,and they stood in front of her window,", ",8,data/lang_blue.html
26811,12753,and every year they bore the finest red and white roses,.,11,data/lang_blue.html
26812,12754,1) Grimm,. ,2,data/lang_blue.html
26813,12755,Once upon a time an old queen,", ",7,data/lang_blue.html
26814,12756,whose husband had been dead for many years,", ",8,data/lang_blue.html
26815,12757,had a beautiful daughter,. ,4,data/lang_blue.html
26816,12758,When she grew up she was betrothed to a prince who lived a great way off,. ,16,data/lang_blue.html
26817,12759,Now,", ",1,data/lang_blue.html
26818,12760,when the time drew near for her to be married and to depart into a foreign kingdom,", ",17,data/lang_blue.html
26819,12761,her old mother gave her much costly baggage,", ",8,data/lang_blue.html
26820,12762,and many ornaments,", ",3,data/lang_blue.html
26821,12763,gold and silver,", ",3,data/lang_blue.html
26822,12764,trinkets and knicknacks,", ",3,data/lang_blue.html
26823,12765,and,", ",1,data/lang_blue.html
26824,12766,in fact,", ",2,data/lang_blue.html
26825,12767,everything that belonged to a royal trousseau,", ",7,data/lang_blue.html
26826,12768,for she loved her daughter very dearly,. ,7,data/lang_blue.html
26827,12769,She gave her a waiting-maid also,", ",6,data/lang_blue.html
26828,12770,who was to ride with her and hand her over to the bridegroom,", ",13,data/lang_blue.html
26829,12771,and she provided each of them with a horse for the journey,. ,12,data/lang_blue.html
26830,12772,Now the Princess's horse was called Falada,", ",7,data/lang_blue.html
26831,12773,and could speak,. ,3,data/lang_blue.html
26832,12774,When the hour for departure drew near the old mother went to her bedroom,", ",14,data/lang_blue.html
26833,12775,and taking a small knife she cut her fingers till they bled,; ,12,data/lang_blue.html
26834,12776,then she held a white rag under them,", ",8,data/lang_blue.html
26835,12777,and letting three drops of blood fall into it,", ",9,data/lang_blue.html
26836,12778,she gave it to her daughter,", ",6,data/lang_blue.html
26837,12779,and said,: ,2,data/lang_blue.html
26838,12780,Dear child,", ",2,data/lang_blue.html
26839,12781,take great care of this rag,: ,6,data/lang_blue.html
26840,12782,it may be of use to you on the journey,.,10,data/lang_blue.html
26841,12783,So they took a sad farewell of each other,", ",9,data/lang_blue.html
26842,12784,and the Princess stuck the rag in front of her dress,", ",11,data/lang_blue.html
26843,12785,mounted her horse,", ",3,data/lang_blue.html
26844,12786,and set forth on the journey to her bridegroom's kingdom,. ,10,data/lang_blue.html
26845,12787,After they had ridden for about an hour the Princess began to feel very thirsty,", ",15,data/lang_blue.html
26846,12788,and said to her waiting-maid,: ,5,data/lang_blue.html
26847,12789,Pray get down and fetch me some water in my golden cup out of yonder stream,: ,16,data/lang_blue.html
26848,12790,I would like a drink,.,5,data/lang_blue.html
26849,12791,If you're thirsty,",",3,data/lang_blue.html
26850,12792,said the maid,", ",3,data/lang_blue.html
26851,12793,dismount yourself,", ",2,data/lang_blue.html
26852,12794,and lie down by the water and drink,; ,8,data/lang_blue.html
26853,12795,I don't mean to be your servant any longer,.,9,data/lang_blue.html
26854,12796,The Princess was so thirsty that she got down,", ",9,data/lang_blue.html
26855,12797,bent over the stream,", ",4,data/lang_blue.html
26856,12798,and drank,", ",2,data/lang_blue.html
26857,12799,for she wasn't allowed to drink out of the golden goblet,. ,11,data/lang_blue.html
26858,12800,As she drank she murmured,: ,5,data/lang_blue.html
26859,12801,Oh,! ,1,data/lang_blue.html
26860,12802,heaven,", ",1,data/lang_blue.html
26861,12803,what am I to do,?,5,data/lang_blue.html
26862,12804,and the three drops of blood replied,: ,7,data/lang_blue.html
26863,12805,But the Princess was meek,", ",5,data/lang_blue.html
26864,12806,and said nothing about her maid's rude behavior,", ",8,data/lang_blue.html
26865,12807,and quietly mounted her horse again,. ,6,data/lang_blue.html
26866,12808,They rode on their way for several miles,", ",8,data/lang_blue.html
26867,12809,but the day was hot,", ",5,data/lang_blue.html
26868,12810,and the sun's rays smote fiercely on them,", ",8,data/lang_blue.html
26869,12811,so that the Princess was soon overcome by thirst again,. ,10,data/lang_blue.html
26870,12812,And as they passed a brook she called once more to her waiting-maid,: ,13,data/lang_blue.html
26871,12813,Pray get down and give me a drink from my golden cup,",",12,data/lang_blue.html
26872,12814,for she had long ago forgotten her maid's rude words,. ,10,data/lang_blue.html
26873,12815,But the waiting-maid replied,", ",4,data/lang_blue.html
26874,12816,more haughtily even than before,: ,5,data/lang_blue.html
26875,12817,If you want a drink,", ",5,data/lang_blue.html
26876,12818,you can dismount and get it,; ,6,data/lang_blue.html
26877,12819,I don't mean to be your servant,.,7,data/lang_blue.html
26878,12820,Then the Princess was compelled by her thirst to get down,", ",11,data/lang_blue.html
26879,12821,and bending over the flowing water she cried and said,: ,10,data/lang_blue.html
26880,12822,Oh,! ,1,data/lang_blue.html
26881,12823,heaven,", ",1,data/lang_blue.html
26882,12824,what am I to do,?,5,data/lang_blue.html
26883,12825,and the three drops of blood replied,: ,7,data/lang_blue.html
26884,12826,And as she drank thus,", ",5,data/lang_blue.html
26885,12827,and leaned right over the water,", ",6,data/lang_blue.html
26886,12828,the rag containing the three drops of blood fell from her bosom and floated down the stream,", ",17,data/lang_blue.html
26887,12829,and she in her anxiety never even noticed her loss,. ,10,data/lang_blue.html
26888,12830,But the waiting-maid had observed it with delight,", ",8,data/lang_blue.html
26889,12831,as she knew it gave her power over the bride,", ",10,data/lang_blue.html
26890,12832,for in losing the drops of blood the Princess had become weak and powerless,. ,14,data/lang_blue.html
26891,12833,When she wished to get on her horse Falada again,", ",10,data/lang_blue.html
26892,12834,the waiting-maid called out,: ,4,data/lang_blue.html
26893,12835,I mean to ride Falada,: ,5,data/lang_blue.html
26894,12836,"you must mount my beast""",; ,5,data/lang_blue.html
26895,12837,and this too she had to submit to,. ,8,data/lang_blue.html
26896,12838,Then the waiting-maid commanded her harshly to take off her royal robes,", ",12,data/lang_blue.html
26897,12839,and to put on her common ones,", ",7,data/lang_blue.html
26898,12840,and finally she made her swear by heaven not to say a word about the matter when they reached the palace,; ,21,data/lang_blue.html
26899,12841,and if she hadn't taken this oath she would have been killed on the spot,. ,15,data/lang_blue.html
26900,12842,But Falada observed everything,", ",4,data/lang_blue.html
26901,12843,and laid it all to heart,. ,6,data/lang_blue.html
26902,12844,The waiting-maid now mounted Falada,", ",5,data/lang_blue.html
26903,12845,and the real bride the worse horse,", ",7,data/lang_blue.html
26904,12846,and so they continued their journey till at length they arrived at the palace yard,. ,15,data/lang_blue.html
26905,12847,There was great rejoicing over the arrival,", ",7,data/lang_blue.html
26906,12848,and the Prince sprang forward to meet them,", ",8,data/lang_blue.html
26907,12849,and taking the waiting-maid for his bride,", ",7,data/lang_blue.html
26908,12850,he lifted her down from her horse and led her upstairs to the royal chamber,. ,15,data/lang_blue.html
26909,12851,In the meantime the real Princess was left standing below in the courtyard,. ,13,data/lang_blue.html
26910,12852,The old King,", ",3,data/lang_blue.html
26911,12853,who was looking out of his window,", ",7,data/lang_blue.html
26912,12854,beheld her in this plight,", ",5,data/lang_blue.html
26913,12855,and it struck him how sweet and gentle,", ",8,data/lang_blue.html
26914,12856,even beautiful,", ",2,data/lang_blue.html
26915,12857,she looked,. ,2,data/lang_blue.html
26916,12858,He went at once to the royal chamber,", ",8,data/lang_blue.html
26917,12859,and asked the bride who it was she had brought with her and had left thus standing in the court below,. ,21,data/lang_blue.html
26918,12860,Oh,!,1,data/lang_blue.html
26919,12861,replied the bride,", ",3,data/lang_blue.html
26920,12862,I brought her with me to keep me company on the journey,; ,12,data/lang_blue.html
26921,12863,give the girl something to do,", ",6,data/lang_blue.html
26922,12864,that she may not be idle,.,6,data/lang_blue.html
26923,12865,But the old King had no work for her,", ",9,data/lang_blue.html
26924,12866,and couldn't think of anything,; ,5,data/lang_blue.html
26925,12867,so he said,", ",3,data/lang_blue.html
26926,12868,I've a small boy who looks after the geese,", ",9,data/lang_blue.html
26927,12869,she'd better help him,.,4,data/lang_blue.html
26928,12870,The youth's name was Curdken,", ",5,data/lang_blue.html
26929,12871,and the real bride was made to assist him in herding geese,. ,12,data/lang_blue.html
26930,12872,Soon after this the false bride said to the Prince,: ,10,data/lang_blue.html
26931,12873,Dearest husband,", ",2,data/lang_blue.html
26932,12874,I pray you grant me a favor,.,7,data/lang_blue.html
26933,12875,He answered,: ,2,data/lang_blue.html
26934,12876,That I will,.,3,data/lang_blue.html
26935,12877,Then let the slaughterer cut off the head of the horse I rode here upon,", ",15,data/lang_blue.html
26936,12878,because it behaved very badly on the journey,.,8,data/lang_blue.html
26937,12879,But the truth was she was afraid lest the horse should speak and tell how she had treated the Princess,. ,20,data/lang_blue.html
26938,12880,She carried her point,", ",4,data/lang_blue.html
26939,12881,and the faithful Falada was doomed to die,. ,8,data/lang_blue.html
26940,12882,When the news came to the ears of the real Princess she went to the slaughterer,", ",16,data/lang_blue.html
26941,12883,and secretly promised him a piece of gold if he would do something for her,. ,15,data/lang_blue.html
26942,12884,There was in the town a large dark gate,", ",9,data/lang_blue.html
26943,12885,through which she had to pass night and morning with the geese,; ,12,data/lang_blue.html
26944,12886,"would he ""kindly hang up Falada's head there",", ",8,data/lang_blue.html
26945,12887,that she might see it once again,?,7,data/lang_blue.html
26946,12888,The slaughterer said he would do as she desired,", ",9,data/lang_blue.html
26947,12889,chopped off the head,", ",4,data/lang_blue.html
26948,12890,and nailed it firmly over the gateway,. ,7,data/lang_blue.html
26949,12891,Early next morning,", ",3,data/lang_blue.html
26950,12892,as she and Curdken were driving their flock through the gate,", ",11,data/lang_blue.html
26951,12893,she said as she passed under,: ,6,data/lang_blue.html
26952,12894,and the head replied,: ,4,data/lang_blue.html
26953,12895,Then she left the tower and drove the geese into a field,. ,12,data/lang_blue.html
26954,12896,And when they had reached the common where the geese fed she sat down and unloosed her hair,", ",18,data/lang_blue.html
26955,12897,which was of pure gold,. ,5,data/lang_blue.html
26956,12898,Curdken loved to see it glitter in the sun,", ",9,data/lang_blue.html
26957,12899,and wanted much to pull some hair out,. ,8,data/lang_blue.html
26958,12900,Then she spoke,: ,3,data/lang_blue.html
26959,12901,Then a gust of wind blew Curdken's hat away,", ",9,data/lang_blue.html
26960,12902,and he had to chase it over hill and dale,. ,10,data/lang_blue.html
26961,12903,When he returned from the pursuit she had finished her combing and curling,", ",13,data/lang_blue.html
26962,12904,and his chance of getting any hair was gone,. ,9,data/lang_blue.html
26963,12905,Curdken was very angry,", ",4,data/lang_blue.html
26964,12906,and wouldn't speak to her,. ,5,data/lang_blue.html
26965,12907,So they herded the geese till evening and then went home,. ,11,data/lang_blue.html
26966,12908,The next morning,", ",3,data/lang_blue.html
26967,12909,as they passed under the gate,", ",6,data/lang_blue.html
26968,12910,the girl said,: ,3,data/lang_blue.html
26969,12911,and the head replied,: ,4,data/lang_blue.html
26970,12912,Then she went on her way till she came to the common,", ",12,data/lang_blue.html
26971,12913,where she sat down and began to comb out her hair,; ,11,data/lang_blue.html
26972,12914,then Curdken ran up to her and wanted to grasp some of the hair from her head,", ",17,data/lang_blue.html
26973,12915,but she called out hastily,: ,5,data/lang_blue.html
26974,12916,Then a puff of wind came and blew Curdken's hat far away,", ",12,data/lang_blue.html
26975,12917,so that he had to run after it,; ,8,data/lang_blue.html
26976,12918,and when he returned she had long finished putting up her golden locks,", ",13,data/lang_blue.html
26977,12919,and he couldn't get any hair,; ,6,data/lang_blue.html
26978,12920,so they watched the geese till it was dark,. ,9,data/lang_blue.html
26979,12921,But that evening when they got home Curdken went to the old King,", ",13,data/lang_blue.html
26980,12922,and said,: ,2,data/lang_blue.html
26981,12923,I refuse to herd geese any longer with that girl,.,10,data/lang_blue.html
26982,12924,For what reason,?,3,data/lang_blue.html
26983,12925,asked the old King,. ,4,data/lang_blue.html
26984,12926,Because she does nothing but annoy me all day long,",",10,data/lang_blue.html
26985,12927,replied Curdken,; ,2,data/lang_blue.html
26986,12928,and he proceeded to relate all her iniquities,", ",8,data/lang_blue.html
26987,12929,and said,: ,2,data/lang_blue.html
26988,12930,Every morning as we drive the flock through the dark gate she says to a horse's head that hangs on the wall,: ,22,data/lang_blue.html
26989,12931,and the head replies,: ,4,data/lang_blue.html
26990,12932,And Curdken went on to tell what passed on the common where the geese fed,", ",15,data/lang_blue.html
26991,12933,and how he had always to chase his hat,. ,9,data/lang_blue.html
26992,12934,The old King bade him go and drive forth his flock as usual next day,; ,15,data/lang_blue.html
26993,12935,and when morning came he himself took up his position behind the dark gate,", ",14,data/lang_blue.html
26994,12936,and heard how the goose-girl greeted Falada,. ,7,data/lang_blue.html
26995,12937,Then he followed her through the field,", ",7,data/lang_blue.html
26996,12938,and hid himself behind a bush on the common,. ,9,data/lang_blue.html
26997,12939,He soon saw with his own eyes how the goose-boy and the goose-girl looked after the geese,", ",17,data/lang_blue.html
26998,12940,and how after a time the maiden sat down and loosed her hair,", ",13,data/lang_blue.html
26999,12941,that glittered like gold,", ",4,data/lang_blue.html
27000,12942,and repeated,: ,2,data/lang_blue.html
27001,12943,Then a gust of wind came and blew Curdken's hat away,", ",11,data/lang_blue.html
27002,12944,so that he had to fly over hill and dale after it,", ",12,data/lang_blue.html
27003,12945,and the girl in the meantime quietly combed and plaited her hair,: ,12,data/lang_blue.html
27004,12946,all this the old King observed,", ",6,data/lang_blue.html
27005,12947,and returned to the palace without anyone having noticed him,. ,10,data/lang_blue.html
27006,12948,In the evening when the goose-girl came home he called her aside,", ",12,data/lang_blue.html
27007,12949,and asked her why she behaved as she did,. ,9,data/lang_blue.html
27008,12950,I may not tell you why,; ,6,data/lang_blue.html
27009,12951,how dare I confide my woes to anyone,? ,8,data/lang_blue.html
27010,12952,for I swore not to by heaven,", ",7,data/lang_blue.html
27011,12953,otherwise I should have lost my life,.,7,data/lang_blue.html
27012,12954,The old King begged her to tell him all,", ",9,data/lang_blue.html
27013,12955,and left her no peace,", ",5,data/lang_blue.html
27014,12956,but he could get nothing out of her,. ,8,data/lang_blue.html
27015,12957,At last he said,: ,4,data/lang_blue.html
27016,12958,Well,", ",1,data/lang_blue.html
27017,12959,if you won't tell me,", ",5,data/lang_blue.html
27018,12960,confide your trouble to the iron stove there,",",8,data/lang_blue.html
27019,12961,and he went away,. ,4,data/lang_blue.html
27020,12962,Then she crept to the stove,", ",6,data/lang_blue.html
27021,12963,and began to sob and cry and to pour out her poor little heart,", ",14,data/lang_blue.html
27022,12964,and said,: ,2,data/lang_blue.html
27023,12965,Here I sit,", ",3,data/lang_blue.html
27024,12966,deserted by all the world,", ",5,data/lang_blue.html
27025,12967,I who am a king's daughter,", ",6,data/lang_blue.html
27026,12968,and a false waiting-maid has forced me to take off my own clothes,", ",13,data/lang_blue.html
27027,12969,and has taken my place with my bridegroom,", ",8,data/lang_blue.html
27028,12970,while I have to fulfill the lowly office of goose-girl,. ,10,data/lang_blue.html
27029,12971,But the old King stood outside at the stove chimney,", ",10,data/lang_blue.html
27030,12972,and listened to her words,. ,5,data/lang_blue.html
27031,12973,Then he entered the room again,", ",6,data/lang_blue.html
27032,12974,and bidding her leave the stove,", ",6,data/lang_blue.html
27033,12975,he ordered royal apparel to be put on her,", ",9,data/lang_blue.html
27034,12976,in which she looked amazingly lovely,. ,6,data/lang_blue.html
27035,12977,Then he summoned his son,", ",5,data/lang_blue.html
27036,12978,and revealed to him that he had got the false bride,", ",11,data/lang_blue.html
27037,12979,who was nothing but a waiting-maid,", ",6,data/lang_blue.html
27038,12980,while the real one,", ",4,data/lang_blue.html
27039,12981,in the guise of the ex-goose-girl,", ",6,data/lang_blue.html
27040,12982,was standing at his side,. ,5,data/lang_blue.html
27041,12983,The young King rejoiced from his heart when he saw her beauty and learned how good she was,", ",18,data/lang_blue.html
27042,12984,and a great banquet was prepared,", ",6,data/lang_blue.html
27043,12985,to which everyone was bidden,. ,5,data/lang_blue.html
27044,12986,The bridegroom sat at the head of the table,", ",9,data/lang_blue.html
27045,12987,the Princess on one side of him and the waiting-maid on the other,; ,13,data/lang_blue.html
27046,12988,but she was so dazzled that she did not recognize the Princess in her glittering garments,. ,16,data/lang_blue.html
27047,12989,Now when they had eaten and drunk,", ",7,data/lang_blue.html
27048,12990,and were merry,", ",3,data/lang_blue.html
27049,12991,the old King asked the waiting-maid to solve a knotty point for him,. ,13,data/lang_blue.html
27050,12992,What,",",1,data/lang_blue.html
27051,12993,said he,", ",2,data/lang_blue.html
27052,12994,should be done to a certain person who has deceived everyone,?,11,data/lang_blue.html
27053,12995,and he proceeded to relate the whole story,", ",8,data/lang_blue.html
27054,12996,ending up with,", ",3,data/lang_blue.html
27055,12997,Now what sentence should be passed,?,6,data/lang_blue.html
27056,12998,Then the false bride answered,: ,5,data/lang_blue.html
27057,12999,She deserves to be put stark naked into a barrel lined with sharp nails,", ",14,data/lang_blue.html
27058,13000,which should be dragged by two white horses up and down the street till she is dead,.,17,data/lang_blue.html
27059,13001,You are the person,",",4,data/lang_blue.html
27060,13002,said the King,", ",3,data/lang_blue.html
27061,13003,and you have passed sentence on yourself,; ,7,data/lang_blue.html
27062,13004,and even so it shall be done to you,.,9,data/lang_blue.html
27063,13005,And when the sentence had been carried out the young King was married to his real bride,", ",17,data/lang_blue.html
27064,13006,and both reigned over the kingdom in peace and happiness,.,10,data/lang_blue.html
27065,13007,1) Grimm,. ,2,data/lang_blue.html
27066,13008,THERE was once upon a time a widow who had two daughters,. ,12,data/lang_blue.html
27067,13009,The eldest was so much like her in the face and humor that whoever looked upon the daughter saw the mother,. ,21,data/lang_blue.html
27068,13010,They were both so disagreeable and so proud that there was no living with them,. ,15,data/lang_blue.html
27069,13011,The youngest,", ",2,data/lang_blue.html
27070,13012,who was the very picture of her father for courtesy and sweetness of temper,", ",14,data/lang_blue.html
27071,13013,was withal one of the most beautiful girls ever seen,. ,10,data/lang_blue.html
27072,13014,As people naturally love their own likeness,", ",7,data/lang_blue.html
27073,13015,this mother even doted on her eldest daughter and at the same time had a horrible aversion for the youngest,—,20,data/lang_blue.html
27074,13016,she made her eat in the kitchen and work continually,. ,10,data/lang_blue.html
27075,13017,Among other things,", ",3,data/lang_blue.html
27076,13018,this poor child was forced twice a day to draw water above a mile and a-half off the house,", ",19,data/lang_blue.html
27077,13019,and bring home a pitcher full of it,. ,8,data/lang_blue.html
27078,13020,One day,", ",2,data/lang_blue.html
27079,13021,as she was at this fountain,", ",6,data/lang_blue.html
27080,13022,there came to her a poor woman,", ",7,data/lang_blue.html
27081,13023,who begged of her to let her drink,. ,8,data/lang_blue.html
27082,13024,Oh,! ,1,data/lang_blue.html
27083,13025,ay,", ",1,data/lang_blue.html
27084,13026,with all my heart,", ",4,data/lang_blue.html
27085,13027,Goody,",",1,data/lang_blue.html
27086,13028,said this pretty little girl,; ,5,data/lang_blue.html
27087,13029,and rinsing immediately the pitcher,", ",5,data/lang_blue.html
27088,13030,she took up some water from the clearest place of the fountain,", ",12,data/lang_blue.html
27089,13031,and gave it to her,", ",5,data/lang_blue.html
27090,13032,holding up the pitcher all the while,", ",7,data/lang_blue.html
27091,13033,that she might drink the easier,. ,6,data/lang_blue.html
27092,13034,The good woman,", ",3,data/lang_blue.html
27093,13035,having drunk,", ",2,data/lang_blue.html
27094,13036,said to her,: ,3,data/lang_blue.html
27095,13037,You are so very pretty,", ",5,data/lang_blue.html
27096,13038,my dear,", ",2,data/lang_blue.html
27097,13039,so good and so mannerly,", ",5,data/lang_blue.html
27098,13040,that I cannot help giving you a gift,.,8,data/lang_blue.html
27099,13041,For this was a fairy,", ",5,data/lang_blue.html
27100,13042,who had taken the form of a poor country woman,", ",10,data/lang_blue.html
27101,13043,to see how far the civility and good manners of this pretty girl would go,. ,15,data/lang_blue.html
27102,13044,I will give you for a gift,",",7,data/lang_blue.html
27103,13045,continued the Fairy,", ",3,data/lang_blue.html
27104,13046,that,", ",1,data/lang_blue.html
27105,13047,at every word you speak,", ",5,data/lang_blue.html
27106,13048,there shall come out of your mouth either a flower or a jewel,.,13,data/lang_blue.html
27107,13049,When this pretty girl came home her mother scolded her for staying so long at the fountain,. ,17,data/lang_blue.html
27108,13050,I beg your pardon,", ",4,data/lang_blue.html
27109,13051,mamma,",",1,data/lang_blue.html
27110,13052,said the poor girl,", ",4,data/lang_blue.html
27111,13053,for not making more haste,.,5,data/lang_blue.html
27112,13054,And in speaking these words there came out of her mouth two roses,", ",13,data/lang_blue.html
27113,13055,two pearls,", ",2,data/lang_blue.html
